,loudness,acousticness,tempo,energy,danceability
3271,-4.459,0.207,103.991,0.755,0.813
3273,-6.189,0.245,167.936,0.462,0.496
3275,-5.438,0.696,113.797,0.485,0.58
3276,-5.233,0.0163,127.913,0.867,0.585
3283,-0.733,0.19,120.076,0.772,0.584
3284,-5.722,0.027,119.995,0.806,0.82
3287,-7.602,0.38,106.995,0.616,0.688
3289,-4.985,0.0713,109.03,0.723,0.801
3290,-3.962,0.16,104.099,0.76,0.581
3291,-6.509,0.304,130.041,0.609,0.664
3292,-5.555,0.00172,126.007,0.762,0.745
3293,-8.463,0.00189,130.029,0.861,0.604
3294,-4.891,0.0266,104.913,0.768,0.63
3296,-7.528,0.0213,119.837,0.614,0.589
3300,-9.056,0.0921,114.9,0.499,0.726
3301,-9.243,0.691,133.714,0.22,0.471
3302,-8.65,0.719,137.023,0.396,0.579
3303,-5.878,0.00856,111.034,0.621,0.534
3305,-6.223,0.0794,170.113,0.749,0.321
3306,-4.331,0.052,106.971,0.742,0.715
3309,-7.862,0.316,123.932,0.694,0.826
3310,-13.401,0.953,100.074,0.0946,0.78
3311,-5.788,0.105,124.885,0.733,0.604
3312,-4.46,0.00201,97.02,0.863,0.537
3313,-2.771,0.0661,115.748,0.967,0.68
3314,-5.133,0.0242,119.951,0.896,0.585
3318,-6.03,0.303,114.868,0.608,0.525
3319,-7.747,0.859,120.001,0.52,0.672
3321,-4.954,0.0163,110.107,0.752,0.608
3323,-4.127,0.0819,149.979,0.651,0.494
3324,-5.656,0.188,127.984,0.608,0.652
3325,-7.708,0.772,107.898,0.384,0.629
3327,-9.417,0.176,102.015,0.56,0.746
3328,-7.86,0.251,113.981,0.593,0.652
3329,-6.322,0.0514,140.009,0.648,0.652
3333,-6.178,0.507,148.032,0.617,0.721
3334,-4.915,0.0291,162.935,0.642,0.727
3336,-6.756,0.123,92.928,0.454,0.696
3337,-8.936,0.24,137.034,0.487,0.768
3338,-3.999,0.0282,126.038,0.915,0.674
3339,-7.845,0.0346,149.824,0.635,0.626
3341,-6.044,0.127,111.939,0.748,0.7
3343,-6.669,0.0572,112.961,0.619,0.739
3346,-3.019,0.0185,90.932,0.807,0.576
3352,-10.653,0.692,79.951,0.422,0.331
3353,-5.937,0.0403,160.078,0.814,0.618
3355,-4.193,0.0597,131.98,0.977,0.594
3357,-3.776,0.0164,108.997,0.85,0.625
3358,-9.41,0.528,120.166,0.419,0.749
3359,-9.644,0.776,114.931,0.413,0.68
3362,-6.855,0.669,104.965,0.905,0.67
3363,-12.418,0.646,123.974,0.314,0.853
3366,-3.754,0.0337,121.927,0.866,0.679
3367,-7.598,0.761,94.025,0.523,0.675
3375,-11.543,0.492,132.767,0.308,0.736
3376,-3.825,0.0673,159.488,0.883,0.309
3377,-4.515,0.0532,135.091,0.768,0.604
3378,-10.835,0.732,122.946,0.271,0.589
3379,-4.861,0.107,110.03,0.585,0.67
3383,-6.032,0.682,95.062,0.54,0.61
3384,-2.79,0.0144,123.95,0.838,0.659
3387,-6.892,0.327,84.974,0.527,0.742
3389,-5.942,0.0565,94.022,0.826,0.708
3390,-8.728,0.122,106.193,0.766,0.781
3391,-8.837,0.779,99.994,0.532,0.586
3395,-5.465,0.206,82.986,0.398,0.722
3396,-5.025,0.0172,103.072,0.837,0.743
3401,-4.895,0.0104,139.864,0.591,0.802
3405,-7.814,0.00317,128.167,0.612,0.399
3407,-4.234,0.199,75.985,0.845,0.714
3408,-12.489,0.417,89.997,0.282,0.661
3409,-5.18,0.197,110.037,0.684,0.655
3415,-6.729,0.0158,130.031,0.609,0.799
3417,-5.466,0.363,96.538,0.85,0.646
3419,-3.499,0.00917,144.944,0.935,0.676
3420,-8.329,0.612,73.326,0.328,0.501
3421,-7.241,0.652,156.109,0.565,0.696
3422,-7.593,0.0746,123.974,0.825,0.707
3423,-6.335,0.0576,95.086,0.515,0.697
3426,-7.058,0.211,87.937,0.449,0.676
3427,-8.664,0.725,104.878,0.513,0.384
3428,-3.639,0.313,127.978,0.62,0.722
3429,-5.56,0.0533,136.041,0.619,0.878
3430,-5.56,0.0533,136.041,0.619,0.878
3431,-8.456,0.59,84.211,0.489,0.539
3432,-9.539,0.732,63.762,0.298,0.628
3434,-3.7,0.0122,154.87,0.685,0.427
3438,-5.901,0.0324,130.007,0.593,0.767
3439,-3.711,0.0214,97.5,0.843,0.344
3440,-4.929,0.0209,170.087,0.689,0.509
3441,-4.547,0.0583,127.978,0.814,0.646
3442,-5.949,0.0084,130.902,0.793,0.581
3443,-5.589,0.0893,100.048,0.926,0.635
3445,-6.854,0.203,87.008,0.53,0.68
3447,-9.957,0.451,136.746,0.353,0.502
3449,-5.353,0.403,91.024,0.613,0.667
3450,-5.609,0.00776,103.967,0.625,0.792
3452,-4.913,0.48,112.043,0.723,0.798
3453,-3.451,0.000328,90.013,0.964,0.525
3454,-5.036,0.093,125.026,0.593,0.628
3455,-4.039,0.0243,95.012,0.722,0.683
3456,-11.063,0.904,83.966,0.2,0.593
3457,-3.453,0.0444,92.998,0.82,0.718
3459,-6.806,0.584,82.186,0.643,0.62
3460,-4.806,0.0361,97.014,0.781,0.687
3461,-4.419,0.0014,95.136,0.969,0.492
3463,-11.356,0.386,135.397,0.686,0.658
3465,-4.631,0.0415,169.98,0.715,0.564
3466,-6.348,0.116,90.006,0.749,0.72
3467,-9.715,0.00543,122.022,0.71,0.738
3468,-5.194,0.419,107.647,0.727,0.524
3469,-4.832,0.208,138.02,0.654,0.868
3470,-13.856,0.95,103.402,0.115,0.598
3471,-5.258,0.0111,130.006,0.523,0.725
3472,-4.233,0.112,125.911,0.706,0.789
3480,-5.588,0.00657,92.004,0.809,0.684
3483,-6.519,0.613,76.023,0.573,0.664
3484,-5.05,0.154,159.557,0.708,0.65
3485,-4.899,0.523,141.006,0.768,0.808
3490,-7.331,0.113,108.983,0.63,0.841
3491,-5.09,0.00449,100.004,0.843,0.419
3492,-6.696,0.0078,133.015,0.766,0.633
3493,-4.312,0.127,80.95,0.759,0.572
3495,-7.227,0.537,159.845,0.569,0.608
3498,-8.865,0.574,119.959,0.436,0.686
3499,-10.993,0.375,124.995,0.6,0.726
3501,-3.089,0.00987,142.16,0.861,0.586
3505,-6.883,0.0924,94.927,0.639,0.587
3506,-3.761,0.0117,96.548,0.888,0.453
3507,-8.931,0.329,141.941,0.501,0.666
3509,-7.984,0.522,143.002,0.562,0.763
3511,-6.28,0.0101,104.959,0.788,0.568
3512,-8.217,0.00885,105.029,0.747,0.761
3513,-4.607,0.00477,111.011,0.761,0.688
3514,-8.302,0.429,153.871,0.53,0.562
3515,-3.778,0.166,93.99,0.726,0.721
3517,-8.749,0.161,174.111,0.445,0.658
3519,-5.839,0.162,116.045,0.601,0.639
3520,-4.625,0.0519,75.742,0.718,0.355
3521,-6.342,0.0376,103.188,0.774,0.556
3529,-11.8,0.202,138.008,0.705,0.602
3531,-7.635,0.149,118.018,0.68,0.759
3533,-6.024,0.0467,157.993,0.593,0.576
3535,-8.497,0.227,125.605,0.617,0.829
3536,-8.116,0.699,120.032,0.452,0.731
3537,-6.51,0.0875,128.621,0.42,0.683
3541,-7.016,0.71,133.885,0.502,0.51
3543,-10.494,0.281,120.944,0.433,0.53
3544,-11.453,0.759,142.026,0.266,0.753
3545,-9.434,0.152,97.91,0.426,0.495
3546,-3.973,0.113,114.906,0.692,0.762
3547,-12.484,0.543,147.815,0.351,0.529
3548,-7.592,0.00335,119.696,0.746,0.668
3550,-6.081,0.00888,124.011,0.769,0.597
3551,-9.452,0.493,120.01,0.703,0.713
3552,-5.791,0.209,83.004,0.716,0.677
3554,-7.162,0.192,121.999,0.761,0.815
3555,-13.585,0.72,83.983,0.299,0.635
3556,-6.408,0.0482,114.839,0.671,0.576
3557,-6.428,0.0215,99.99,0.658,0.653
3558,-9.419,0.771,79.705,0.408,0.406
3559,-5.331,0.0203,155.663,0.763,0.488
3560,-7.832,0.0677,109.986,0.687,0.689
3562,-5.388,0.203,129.989,0.738,0.854
3564,-6.206,0.0657,91.991,0.596,0.714
3567,-5.062,0.102,159.905,0.543,0.575
3568,-17.216,0.916,116.058,0.125,0.73
3569,-3.812,0.474,88.765,0.58,0.634
3571,-5.544,0.00058,105.017,0.686,0.447
3573,-6.266,0.752,168.034,0.604,0.675
3574,-6.394,0.748,95.03,0.668,0.732
3576,-4.919,0.113,118.013,0.8,0.672
3578,-7.296,0.386,85.297,0.567,0.633
3579,-6.181,0.321,90.03,0.696,0.677
3583,-7.843,0.844,111.979,0.537,0.679
3584,-5.602,0.251,169.702,0.57,0.488
3585,-7.91,0.596,110.266,0.563,0.437
3587,-11.695,0.304,80.993,0.423,0.56
3588,-7.281,0.381,125.721,0.592,0.53
3589,-9.1,0.253,77.982,0.378,0.627
3590,-4.378,0.00215,130.026,0.688,0.769
3591,-3.072,0.0941,155.015,0.793,0.417
3592,-6.052,0.104,117.941,0.771,0.815
3593,-4.1,0.39,117.965,0.861,0.73
3594,-4.443,0.752,115.682,0.669,0.607
3596,-11.748,0.872,89.362,0.311,0.361
3598,-5.028,0.26,148.036,0.651,0.733
3599,-5.605,0.114,138.969,0.536,0.755
3604,-6.902,0.0335,144.602,0.319,0.42
3605,-6.724,0.169,105.93,0.636,0.77
3606,-7.073,0.178,125.031,0.737,0.778
3612,-10.192,0.864,91.885,0.309,0.501
3613,-5.192,0.0513,94.989,0.546,0.855
3614,-8.496,0.857,65.978,0.269,0.627
3615,-9.508,0.737,89.93,0.289,0.612
3619,-4.223,0.062,158.006,0.909,0.495
3621,-11.727,0.522,109.971,0.442,0.653
3623,-7.66,0.641,81.973,0.588,0.5
3628,-6.246,0.118,124.972,0.532,0.761
3630,-6.859,0.0107,157.399,0.703,0.514
3631,-10.504,0.265,143.086,0.423,0.33
3634,-4.868,0.0118,84.264,0.768,0.513
3635,-15.85,0.127,123.934,0.321,0.37
3636,-16.56,0.73,109.814,0.263,0.382
3637,-8.451,0.843,111.344,0.271,0.55
3640,-4.62,0.118,118.999,0.806,0.851
3642,-7.031,0.0796,118.04,0.654,0.696
3643,-4.614,0.0339,78.177,0.441,0.629
3647,-5.814,0.0951,160.037,0.659,0.464
3650,-4.977,0.0867,100.626,0.678,0.732
3651,-7.048,0.731,167.887,0.561,0.578
3652,-10.156,0.000133,87.984,0.64,0.513
3655,-6.304,0.0653,95.966,0.829,0.633
3656,-11.464,0.208,154.902,0.386,0.578
3657,-5.446,0.0181,99.033,0.737,0.653
3660,-6.386,0.475,105.066,0.444,0.839
3661,-6.194,0.00402,107.999,0.628,0.6
3663,-3.912,0.0103,127.99,0.67,0.781
3668,-6.098,0.0569,114.328,0.97,0.808
3672,-8.094,0.546,140.06,0.56,0.75
3674,-7.383,0.384,115.023,0.409,0.907
3675,-5.066,0.00185,95.16,0.976,0.506
3680,-9.604,0.47,122.97,0.674,0.67
3681,-8.289,0.173,113.997,0.545,0.689
3682,-4.342,0.162,121.971,0.702,0.642
3685,-10.848,0.9,130.021,0.285,0.481
3686,-7.029,0.294,124.115,0.699,0.796
3687,-9.128,0.0514,139.937,0.368,0.57
3688,-10.778,0.0563,91.066,0.491,0.399
3690,-4.661,0.308,79.973,0.844,0.698
3691,-11.134,0.519,88.077,0.523,0.629
3694,-6.681,0.398,108.019,0.66,0.666
3695,-3.883,0.0135,121.008,0.719,0.689
3696,-10.856,0.841,122.988,0.418,0.579
3703,-6.047,0.632,125.29,0.819,0.709
3706,-0.876,0.0556,100.005,0.844,0.737
3708,-9.579,0.00358,158.526,0.862,0.509
3709,-1.591,0.0393,108.01,0.971,0.752
3712,-10.488,0.709,110.973,0.37,0.706
3714,-6.22,0.0245,130.0,0.768,0.617
3716,-6.422,0.265,114.968,0.663,0.766
3719,-14.739,0.86,107.049,0.231,0.716
3720,-10.604,0.506,127.763,0.234,0.381
3721,-13.836,0.935,92.085,0.195,0.369
3725,-10.272,0.781,125.998,0.495,0.563
3728,-4.171,0.934,110.094,0.669,0.631
3732,-6.877,0.16,123.99,0.632,0.677
3733,-5.022,0.0292,104.966,0.779,0.492
3734,-2.926,0.00364,128.04,0.913,0.758
3735,-5.662,0.0081,138.027,0.736,0.744
3736,-6.735,0.162,120.97,0.586,0.799
3739,-5.991,0.0035,171.948,0.901,0.404
3742,-5.844,0.115,119.989,0.74,0.738
3743,-8.322,0.173,170.048,0.768,0.502
3744,-8.065,0.193,104.512,0.531,0.79
3745,-10.289,0.745,117.953,0.38,0.569
3746,-8.534,0.563,121.045,0.577,0.701
3747,-12.815,0.953,79.959,0.284,0.493
3748,-5.346,0.00173,117.983,0.785,0.608
3749,-6.551,0.154,125.916,0.583,0.671
3750,-5.537,0.0138,113.022,0.738,0.755
3754,-7.628,0.00766,74.686,0.467,0.461
3756,-3.133,0.000518,144.981,0.983,0.528
3757,-8.008,0.345,134.505,0.501,0.755
3758,-10.614,0.174,160.111,0.353,0.745
3759,-7.196,0.265,80.511,0.535,0.806
3760,-7.027,0.114,113.983,0.594,0.648
3761,-13.609,0.0541,71.815,0.558,0.407
3763,-9.689,0.613,89.992,0.62,0.582
3766,-3.55,0.118,156.77,0.823,0.441
3767,-6.765,0.81,136.932,0.525,0.602
3768,-7.568,0.0825,99.966,0.559,0.663
3770,-10.936,0.585,123.978,0.61,0.679
3773,-5.541,0.0494,119.935,0.808,0.672
3774,-4.162,0.0583,84.858,0.835,0.688
3775,-3.033,0.168,149.877,0.782,0.6
3778,-5.397,0.00602,120.054,0.839,0.657
3779,-7.428,0.0385,92.022,0.538,0.61
3780,-12.754,0.457,82.496,0.429,0.5
3781,-6.323,0.173,91.031,0.751,0.706
3786,-13.242,0.865,91.988,0.538,0.629
3791,-4.333,0.108,171.048,0.833,0.614
3792,-7.005,0.0716,125.046,0.619,0.684
3797,-6.497,0.0456,78.056,0.433,0.659
3799,-5.355,0.00835,74.989,0.713,0.645
3802,-5.386,0.328,110.049,0.797,0.562
3803,-2.168,0.00631,139.815,0.802,0.636
3804,-4.982,0.0104,103.956,0.751,0.597
3805,-4.2,0.267,138.003,0.87,0.832
3806,-6.388,0.0084,120.055,0.589,0.51
3807,-5.712,0.28,91.014,0.734,0.717
3808,-6.694,0.431,101.654,0.731,0.484
3809,-4.65,0.327,106.046,0.785,0.687
3810,-5.713,0.254,163.942,0.694,0.614
3813,-9.111,0.733,81.874,0.449,0.614
3815,-6.737,0.302,62.507,0.477,0.733
3816,-6.962,0.838,100.034,0.329,0.775
3818,-4.633,0.00042,108.692,0.921,0.602
3823,-9.008,0.578,156.145,0.504,0.681
3824,-6.923,0.305,150.088,0.627,0.596
3825,-9.066,0.324,139.955,0.646,0.659
3826,-3.004,0.0459,144.072,0.91,0.616
3828,-2.512,0.0837,144.946,0.886,0.804
3831,-8.539,0.842,76.46,0.422,0.601
3833,-10.613,0.453,132.052,0.544,0.571
3834,-5.118,0.0933,100.011,0.761,0.508
3838,-12.397,0.343,80.039,0.398,0.549
3839,-9.685,0.404,80.227,0.323,0.401
3840,-8.369,0.841,110.986,0.522,0.626
3842,-15.219,0.856,139.937,0.15,0.501
3843,-6.395,0.593,103.991,0.873,0.749
3845,-5.472,0.0143,121.955,0.719,0.769
3846,-6.61,0.345,124.068,0.639,0.66
3848,-9.453,0.0685,132.923,0.761,0.41
3849,-9.504,0.121,84.878,0.428,0.674
3850,-6.554,0.593,105.044,0.707,0.759
3851,-8.7,0.766,92.982,0.378,0.434
3853,-1.64,0.000244,140.145,0.97,0.646
3855,-5.183,0.117,154.77,0.699,0.611
3857,-5.507,0.0336,163.033,0.684,0.624
3859,-6.418,0.274,125.538,0.559,0.588
3860,-4.365,0.36,92.953,0.754,0.518
3861,-10.339,0.63,114.169,0.276,0.459
3862,-8.051,0.715,139.976,0.413,0.674
3863,-4.119,0.00711,126.008,0.805,0.506
3864,-6.662,0.00646,100.981,0.847,0.513
3865,-4.438,0.0082,83.469,0.868,0.408
3867,-6.453,0.438,148.005,0.843,0.725
3868,-12.077,0.877,104.927,0.375,0.601
3869,-4.705,0.955,83.063,0.394,0.858
3871,-13.123,0.719,108.376,0.545,0.629
3872,-15.465,0.388,86.042,0.269,0.724
3873,-10.607,0.607,62.929,0.303,0.651
3874,-1.876,0.056,155.953,0.722,0.672
3875,-6.514,0.0592,135.002,0.615,0.732
3878,-4.88,0.258,75.023,0.613,0.74
3881,-2.927,0.000166,120.005,0.692,0.721
3882,-5.789,0.0439,113.984,0.666,0.667
3884,-3.356,0.0214,155.051,0.833,0.651
3887,-4.759,0.000325,139.911,0.595,0.557
3888,-7.458,0.544,88.964,0.479,0.515
3891,-8.401,0.442,141.088,0.461,0.649
3892,-6.831,0.000888,155.08,0.951,0.471
3893,-7.186,0.076,160.088,0.683,0.69
3895,-3.322,0.0196,128.045,0.893,0.674
3896,-3.969,0.0543,148.02,0.653,0.703
3897,-4.971,0.148,141.872,0.715,0.637
3898,-5.484,0.0383,169.928,0.764,0.591
3899,-8.212,0.449,122.973,0.538,0.453
3900,-5.782,0.172,128.195,0.871,0.788
3901,-6.798,0.0837,174.065,0.636,0.551
3903,-7.462,0.499,130.958,0.495,0.782
3904,-5.155,0.195,109.011,0.836,0.739
3909,-5.111,0.438,89.862,0.565,0.562
3910,-7.708,0.19,154.055,0.585,0.656
3911,-4.431,0.622,113.99,0.479,0.65
3912,-10.685,0.785,79.913,0.309,0.393
3914,-2.53,0.614,139.968,0.761,0.786
3915,-8.926,0.457,122.025,0.486,0.748
3916,-5.44,0.0724,85.024,0.526,0.512
3917,-5.734,0.0139,139.997,0.648,0.643
3918,-9.445,0.163,139.985,0.704,0.682
3919,-4.749,0.00971,120.009,0.527,0.414
3920,-2.433,0.021,129.989,0.994,0.726
3925,-6.692,0.245,124.983,0.728,0.642
3929,-4.189,0.0449,169.902,0.757,0.497
3932,-6.715,0.354,90.005,0.638,0.693
3933,-5.932,0.3,83.001,0.674,0.706
3937,-7.095,0.0362,103.033,0.796,0.765
3938,-3.242,0.131,128.052,0.835,0.693
3945,-7.74,0.108,100.999,0.622,0.712
3946,-7.474,0.387,167.834,0.638,0.552
3952,-1.493,0.0705,149.951,0.912,0.481
3953,-7.764,0.00451,163.879,0.652,0.726
3954,-10.641,0.886,139.895,0.342,0.764
3955,-6.588,0.122,113.969,0.73,0.69
3956,-12.148,0.443,115.957,0.522,0.743
3958,-8.042,0.00391,139.984,0.751,0.871
3959,-4.645,0.0215,118.091,0.825,0.65
3960,-4.088,0.000731,164.007,0.815,0.441
3963,-6.373,0.703,134.95,0.683,0.499
3965,-13.652,0.468,104.049,0.297,0.706
3966,-6.448,0.0269,134.479,0.941,0.849
3967,-7.398,0.695,85.043,0.557,0.358
3969,-6.717,0.0468,79.365,0.623,0.443
3971,-5.981,9.45e-05,112.008,0.636,0.595
3972,-3.581,0.00336,139.997,0.944,0.523
3975,-5.19,0.0154,140.031,0.928,0.618
3978,-5.28,0.000985,138.008,0.816,0.639
3979,-4.374,0.0603,110.983,0.843,0.632
3982,-6.44,0.011,140.039,0.615,0.514
3983,-12.49,0.71,127.93,0.294,0.795
3987,-4.501,0.00107,100.011,0.796,0.46
3990,-4.684,0.156,94.828,0.914,0.619
3991,-4.708,0.224,92.966,0.729,0.667
3992,-7.503,0.369,80.025,0.481,0.689
3993,-4.108,0.0395,136.024,0.803,0.75
3994,-11.015,0.951,95.004,0.327,0.645
3995,-6.202,0.627,75.217,0.461,0.375
3996,-5.933,0.124,132.009,0.714,0.65
3997,-6.442,0.134,122.539,0.681,0.701
3998,-5.368,0.0308,118.039,0.716,0.722
4002,-10.779,0.607,105.371,0.504,0.384
4004,-5.188,0.00837,91.509,0.89,0.559
4005,-7.359,0.0164,127.107,0.774,0.538
4006,-6.965,0.322,119.997,0.75,0.881
4008,-6.049,0.0392,116.967,0.548,0.759
4010,-9.367,0.012,106.605,0.539,0.591
4016,-4.304,0.162,158.024,0.658,0.715
4017,-4.304,0.162,158.024,0.658,0.715
4018,-13.865,0.666,99.184,0.224,0.461
4019,-16.664,0.881,85.516,0.167,0.477
4021,-5.647,0.0364,120.001,0.758,0.649
4023,-10.211,0.108,108.026,0.538,0.808
4025,-6.562,0.771,128.789,0.478,0.704
4026,-4.463,0.0556,87.021,0.583,0.731
4027,-4.339,0.0241,131.604,0.738,0.462
4028,-3.795,0.00214,100.133,0.915,0.494
4029,-3.937,0.161,149.951,0.832,0.743
4034,-13.093,0.668,102.516,0.692,0.676
4035,-3.818,0.00378,122.98,0.778,0.621
4036,-6.124,0.166,158.078,0.76,0.6
4038,-3.635,0.435,169.955,0.699,0.55
4040,-6.973,0.344,90.011,0.694,0.693
4042,-5.249,0.00922,83.951,0.697,0.7
4043,-5.28,0.0171,125.027,0.742,0.56
4046,-4.708,2.07e-05,114.065,0.787,0.599
4047,-6.465,0.0804,113.375,0.836,0.743
4050,-6.607,0.2,114.989,0.545,0.484
4053,-6.893,0.0308,105.059,0.679,0.496
4054,-10.711,0.325,138.419,0.409,0.485
4055,-10.899,0.312,85.024,0.474,0.653
4056,-17.224,0.723,75.102,0.236,0.492
4060,-3.506,0.0275,101.972,0.854,0.633
4061,-6.326,0.354,97.079,0.68,0.767
4063,-6.683,0.0173,126.019,0.728,0.747
4069,-7.008,0.0827,115.014,0.641,0.715
4073,-7.665,0.0226,122.92,0.53,0.562
4074,-7.406,0.351,99.977,0.649,0.688
4075,-14.602,0.875,138.946,0.241,0.644
4076,-8.915,0.675,99.831,0.39,0.637
4078,-4.742,0.0864,142.041,0.872,0.55
4079,-11.438,0.712,78.948,0.394,0.566
4080,-5.803,0.000145,170.003,0.96,0.445
4083,-7.117,0.811,110.907,0.378,0.492
4085,-9.727,0.26,100.008,0.327,0.903
4087,-5.372,0.428,105.918,0.457,0.557
4088,-11.58,0.822,125.504,0.285,0.849
4089,-14.029,0.845,76.366,0.263,0.592
4090,-14.184,0.891,122.715,0.256,0.519
4092,-3.352,0.0325,117.96,0.87,0.629
4095,-5.16,0.0001,148.038,0.752,0.53
4096,-8.061,0.249,142.14,0.431,0.389
4101,-13.849,0.948,118.694,0.243,0.593
4102,-6.824,0.374,136.592,0.509,0.603
4104,-9.509,0.815,142.016,0.243,0.636
4105,-5.999,0.114,124.024,0.85,0.732
4107,-16.483,0.86,94.065,0.178,0.364
4109,-6.302,0.0996,142.035,0.562,0.758
4110,-18.041,0.22,106.923,0.337,0.796
4111,-7.655,0.423,127.971,0.61,0.665
4114,-13.916,0.0202,113.618,0.586,0.493
4117,-4.556,2.55e-05,116.761,0.912,0.502
4119,-7.627,0.296,151.02,0.548,0.764
4122,-6.834,0.0696,112.989,0.515,0.806
4123,-5.321,0.149,160.021,0.68,0.714
4124,-7.985,0.435,149.119,0.52,0.526
4125,-10.443,0.941,141.475,0.159,0.451
4126,-7.196,0.121,121.984,0.491,0.803
4127,-5.173,0.3,119.993,0.791,0.799
4130,-5.591,0.722,133.975,0.773,0.593
4131,-8.799,0.875,109.794,0.197,0.698
4132,-7.849,0.0767,74.994,0.562,0.611
4135,-5.509,0.0484,93.986,0.568,0.575
4136,-7.304,0.594,109.916,0.399,0.626
4137,-13.374,0.286,125.336,0.393,0.749
4138,-8.565,0.237,87.996,0.483,0.73
4140,-6.668,0.0371,122.003,0.677,0.718
4143,-6.005,0.392,90.497,0.595,0.702
4144,-5.409,0.153,100.044,0.725,0.718
4145,-8.084,0.0158,118.486,0.503,0.401
4146,-4.676,0.0854,86.978,0.849,0.559
4147,-4.944,0.101,168.501,0.839,0.592
4150,-11.93,0.865,114.894,0.195,0.617
4153,-5.497,0.00517,74.988,0.903,0.52
4154,-5.679,0.751,109.891,0.405,0.501
4156,-3.891,0.00614,112.008,0.854,0.695
4158,-13.044,0.745,105.218,0.201,0.427
4159,-6.769,0.0498,103.019,0.635,0.617
4160,-5.13,0.276,120.012,0.864,0.705
4161,-8.394,0.00221,121.017,0.725,0.626
4165,-12.42,0.924,109.555,0.277,0.358
4167,-15.796,0.939,112.155,0.193,0.632
4168,-7.038,0.844,81.505,0.64,0.529
4169,-8.414,0.176,162.158,0.633,0.486
4172,-8.082,0.0701,171.951,0.76,0.615
4173,-6.117,0.504,119.956,0.591,0.637
4175,-16.843,0.953,127.316,0.225,0.49
4178,-9.376,0.913,74.103,0.25,0.513
4179,-3.669,0.0797,99.945,0.76,0.654
4180,-6.889,0.19,78.964,0.586,0.566
4181,-8.557,0.0561,126.996,0.797,0.789
4182,-8.208,0.0687,140.974,0.65,0.614
4183,-8.394,0.196,83.003,0.679,0.516
4184,-6.68,0.0508,94.085,0.633,0.698
4185,-6.68,0.399,139.939,0.667,0.866
4186,-6.376,0.148,97.989,0.621,0.857
4187,-7.632,0.0396,117.042,0.581,0.887
4189,-10.266,0.387,90.574,0.429,0.557
4190,-7.311,0.229,147.067,0.792,0.508
4192,-5.913,0.56,123.958,0.508,0.539
4193,-5.882,0.729,124.003,0.506,0.634
4194,-8.421,0.687,123.993,0.426,0.372
4195,-5.78,0.802,99.383,0.55,0.416
4196,-6.712,0.188,95.981,0.555,0.674
4197,-6.153,0.226,140.013,0.572,0.765
4199,-7.609,0.491,121.638,0.57,0.829
4200,-2.714,0.341,160.981,0.717,0.672
4202,-4.498,0.000155,152.039,0.901,0.41
4203,-4.767,0.254,149.845,0.732,0.608
4205,-12.606,0.731,98.065,0.236,0.453
4206,-9.396,0.967,102.25,0.259,0.451
4209,-5.41,0.3,90.984,0.389,0.694
4213,-7.798,0.00304,160.009,0.483,0.512
4216,-5.59,0.162,99.083,0.722,0.564
4220,-3.585,0.0128,143.144,0.727,0.728
4223,-15.877,0.0346,94.993,0.239,0.458
4224,-5.889,0.299,130.096,0.76,0.512
4226,-5.538,0.0487,153.901,0.654,0.616
4229,-7.053,0.256,155.086,0.595,0.892
4230,-9.121,0.608,98.006,0.389,0.743
4231,-7.554,0.273,125.009,0.481,0.733
4232,-7.226,0.605,78.022,0.713,0.621
4233,-5.995,0.185,127.996,0.89,0.783
4234,-3.293,0.0319,89.99,0.795,0.646
4238,-16.96,0.949,105.01,0.141,0.488
4239,-4.81,0.00551,140.068,0.955,0.589
4241,-6.015,0.133,150.051,0.803,0.617
4242,-4.599,0.153,108.027,0.691,0.591
4243,-6.684,0.0151,149.789,0.754,0.752
4247,-6.694,0.0337,104.014,0.545,0.723
4248,-6.01,0.00351,122.023,0.845,0.69
4249,-7.511,0.128,153.179,0.538,0.65
4250,-4.624,0.146,106.947,0.742,0.659
4252,-8.676,0.162,83.909,0.537,0.578
4253,-5.081,0.295,138.98,0.709,0.62
4254,-6.587,0.366,89.887,0.462,0.65
4255,-5.677,0.0462,169.977,0.637,0.734
4257,-7.858,0.00564,103.992,0.717,0.617
4259,-5.426,0.121,121.998,0.602,0.781
4260,-6.365,0.018,165.951,0.742,0.538
4264,-5.167,0.0481,95.003,0.776,0.668
4265,-14.176,0.337,124.003,0.306,0.797
4266,-4.097,0.0105,99.991,0.895,0.57
4267,-7.055,0.0591,120.076,0.788,0.748
4268,-10.767,0.688,82.007,0.391,0.652
4271,-6.499,0.524,97.753,0.734,0.748
4272,-6.372,0.123,97.115,0.756,0.658
4276,-6.976,0.179,113.778,0.723,0.661
4277,-6.113,0.262,115.982,0.686,0.696
4278,-5.719,0.0344,126.01,0.903,0.611
4280,-5.234,0.422,95.98,0.745,0.349
4281,-7.483,0.0581,139.956,0.825,0.783
4285,-4.501,0.0297,123.988,0.808,0.776
4287,-4.984,0.0311,149.907,0.84,0.509
4288,-3.739,0.226,139.989,0.773,0.692
4289,-5.28,0.00791,106.017,0.858,0.619
4291,-10.764,0.461,74.435,0.655,0.584
4292,-9.242,0.481,80.602,0.424,0.331
4293,-6.832,0.183,112.022,0.525,0.878
4296,-5.336,0.703,82.066,0.595,0.482
4297,-8.477,0.512,119.998,0.422,0.451
4298,-5.11,0.352,131.443,0.714,0.768
