,loudness,acousticness,tempo,energy,danceability
7874,-5.941,0.0857,92.973,0.934,0.7
7879,-6.596,0.387,103.997,0.483,0.718
7880,-5.445,0.0132,159.927,0.52,0.611
7881,-5.187,0.186,79.982,0.49,0.7
7883,-3.848,0.00324,103.027,0.952,0.582
7885,-3.782,0.0375,107.991,0.877,0.747
7887,-3.782,0.0375,107.991,0.877,0.747
7889,-4.969,0.000421,129.983,0.832,0.7
7890,-3.087,0.00827,115.995,0.79,0.736
7891,-5.626,0.0452,133.182,0.836,0.653
7892,-7.578,0.092,136.003,0.702,0.803
7893,-8.384,0.466,106.178,0.401,0.531
7894,-8.098,0.91,93.039,0.224,0.492
7897,-8.523,0.515,98.219,0.242,0.633
7898,-6.027,0.239,106.044,0.498,0.879
7899,-5.456,0.323,85.501,0.563,0.685
7901,-5.877,0.196,150.978,0.634,0.423
7902,-7.299,0.274,72.536,0.486,0.645
7904,-12.325,0.484,100.337,0.264,0.488
7907,-4.48,0.0833,106.52,0.706,0.689
7908,-11.338,0.573,109.903,0.304,0.521
7909,-6.156,0.0102,97.512,0.712,0.705
7910,-8.554,0.746,145.879,0.292,0.5
7911,-4.456,0.13,105.085,0.694,0.573
7912,-5.177,0.0206,102.961,0.757,0.457
7913,-4.38,0.189,81.969,0.636,0.553
7914,-1.321,0.000593,115.005,0.981,0.822
7915,-6.111,0.213,100.023,0.676,0.69
7916,-9.059,0.113,165.909,0.54,0.625
7917,-12.059,0.838,82.582,0.313,0.767
7918,-5.656,0.259,94.841,0.779,0.584
7924,-8.715,0.544,119.901,0.512,0.684
7925,-6.614,0.363,139.968,0.718,0.835
7930,-12.581,0.389,112.015,0.37,0.735
7933,-7.002,0.0403,95.013,0.503,0.586
7937,-5.309,0.134,102.977,0.666,0.655
7940,-10.117,0.766,121.645,0.302,0.434
7941,-7.271,0.65,147.919,0.619,0.641
7942,-8.714,0.352,94.912,0.605,0.626
7944,-14.702,0.326,119.953,0.42,0.825
7945,-8.13,0.846,133.288,0.316,0.41
7946,-10.206,0.256,124.995,0.398,0.754
7948,-4.513,0.306,94.986,0.705,0.783
7949,-10.488,0.897,79.389,0.269,0.421
7950,-8.985,0.556,102.819,0.343,0.488
7955,-5.074,0.18,127.986,0.949,0.667
7956,-14.012,0.628,90.071,0.484,0.485
7959,-6.536,0.216,94.749,0.687,0.597
7960,-6.047,0.327,139.44,0.711,0.575
7961,-6.553,0.223,142.989,0.706,0.766
7962,-10.632,0.84,112.922,0.258,0.71
7964,-8.63,0.0536,129.943,0.509,0.61
7965,-6.273,0.45,147.02,0.537,0.752
7968,-5.786,0.000896,104.954,0.891,0.568
7969,-12.21,0.0933,100.966,0.671,0.658
7970,-7.968,0.261,105.0,0.603,0.724
7972,-6.996,0.51,90.024,0.454,0.632
7973,-5.662,0.115,100.083,0.799,0.584
7974,-9.22,0.333,84.974,0.511,0.513
7975,-12.127,0.00984,132.174,0.864,0.554
7976,-8.802,0.655,76.016,0.39,0.662
7979,-5.186,0.779,66.683,0.605,0.439
7981,-9.045,0.208,80.011,0.481,0.679
7982,-4.814,0.00453,126.03,0.894,0.495
7986,-3.049,0.105,98.013,0.85,0.738
7987,-10.175,0.181,115.125,0.82,0.613
7988,-7.306,0.262,90.045,0.642,0.647
7991,-4.3,0.0685,127.915,0.634,0.669
7993,-6.256,0.605,104.022,0.783,0.755
7994,-4.787,0.0928,133.188,0.657,0.546
7997,-15.33,0.927,78.233,0.141,0.609
7998,-8.823,0.202,161.667,0.585,0.564
7999,-5.531,0.203,119.936,0.587,0.827
8001,-10.093,0.649,120.045,0.466,0.604
8002,-6.827,0.184,121.078,0.704,0.636
8003,-8.598,0.588,149.712,0.372,0.548
8004,-4.085,0.295,98.036,0.785,0.776
8006,-12.52,0.864,121.095,0.324,0.395
8007,-7.018,0.678,119.99,0.438,0.745
8010,-8.7,0.294,130.088,0.414,0.625
8013,-12.006,0.43,84.46,0.537,0.647
8019,-4.997,0.218,124.099,0.703,0.716
8021,-7.813,0.512,78.786,0.492,0.548
8022,-7.839,0.00175,126.96,0.455,0.823
8024,-4.898,0.0797,121.972,0.866,0.653
8025,-9.758,0.174,130.06,0.385,0.581
8028,-6.349,0.0141,97.061,0.539,0.817
8030,-8.833,0.0053,122.088,0.433,0.633
8032,-11.88,0.492,122.035,0.422,0.785
8033,-9.998,0.161,140.026,0.554,0.831
8036,-4.082,0.00364,94.926,0.961,0.468
8037,-7.638,0.446,79.478,0.527,0.622
8038,-9.614,0.0424,97.011,0.314,0.908
8040,-9.581,0.608,75.012,0.456,0.589
8041,-6.117,0.0297,99.989,0.833,0.815
8042,-9.362,0.815,90.953,0.367,0.537
8043,-5.278,0.0016,81.045,0.679,0.638
8047,-4.656,0.0787,106.022,0.715,0.756
8048,-6.283,0.441,123.832,0.88,0.605
8050,-5.958,0.97,98.386,0.462,0.842
8052,-8.002,0.284,88.003,0.681,0.48
8053,-7.361,0.125,101.951,0.581,0.633
8057,-7.218,0.364,92.043,0.45,0.583
8058,-9.115,0.384,110.006,0.5,0.6
8060,-15.052,0.0134,82.759,0.407,0.514
8065,-3.93,0.0188,141.98,0.954,0.692
8066,-8.541,0.308,105.016,0.489,0.61
8067,-4.452,0.0128,103.014,0.799,0.606
8068,-8.558,0.755,98.003,0.389,0.721
8071,-7.602,0.38,106.995,0.616,0.688
8072,-11.89,0.701,74.002,0.422,0.559
8074,-4.118,0.101,104.014,0.794,0.738
8075,-6.138,0.225,102.046,0.714,0.737
8076,-3.551,0.0286,126.032,0.796,0.787
8077,-7.565,0.00045,106.392,0.791,0.355
8080,-5.46,0.00162,108.045,0.639,0.628
8081,-11.516,0.0891,158.86,0.533,0.617
8083,-7.478,0.674,169.882,0.515,0.524
8084,-4.25,0.341,165.245,0.699,0.522
8086,-5.522,0.0205,120.032,0.713,0.742
8087,-5.959,0.54,106.996,0.645,0.625
8090,-6.794,0.00997,111.002,0.687,0.825
8091,-5.88,0.617,112.011,0.525,0.676
8093,-8.109,0.829,104.887,0.439,0.733
8094,-8.633,0.0977,85.028,0.412,0.333
8095,-8.223,0.00645,126.042,0.673,0.817
8096,-5.281,0.417,110.015,0.616,0.795
8099,0.655,0.0268,120.021,0.982,0.717
8100,-7.014,0.606,82.995,0.774,0.659
8101,-2.946,0.661,89.842,0.859,0.467
8104,-7.865,0.458,119.961,0.737,0.548
8108,-6.757,0.143,139.78,0.791,0.569
8109,-11.804,0.548,75.965,0.526,0.652
8110,-8.132,0.183,113.429,0.781,0.659
8111,-4.261,0.00489,174.084,0.783,0.545
8112,-4.95,0.0273,88.145,0.787,0.426
8113,-7.235,0.0143,93.984,0.614,0.613
8115,-6.518,0.0184,111.995,0.674,0.756
8116,-8.543,0.0407,96.001,0.45,0.747
8117,-11.472,0.87,173.794,0.156,0.5
8118,-6.458,0.047,154.084,0.783,0.643
8119,-5.843,0.0141,102.027,0.791,0.541
8120,-5.937,0.754,115.069,0.537,0.797
8121,-8.579,0.484,114.986,0.506,0.731
8125,-7.93,0.0153,94.995,0.47,0.773
8126,-7.035,0.159,94.987,0.475,0.694
8127,-10.44,0.979,111.338,0.479,0.54
8128,-7.586,0.777,98.4,0.827,0.569
8132,-9.222,0.0584,129.942,0.699,0.526
8134,-6.306,0.00979,112.969,0.684,0.34
8135,-7.241,0.841,91.05,0.327,0.775
8139,-7.616,0.0616,115.044,0.694,0.748
8141,-6.116,0.235,170.018,0.68,0.549
8142,-12.009,0.933,120.141,0.103,0.488
8144,-6.217,0.714,74.977,0.444,0.46
8145,-4.952,0.125,148.128,0.662,0.555
8146,-2.881,0.414,115.061,0.973,0.68
8148,-12.312,0.578,93.922,0.606,0.554
8149,-2.141,0.0894,118.025,0.817,0.844
8150,-8.076,0.713,120.526,0.539,0.324
8151,-10.506,0.491,121.061,0.54,0.634
8152,-10.536,0.885,82.011,0.306,0.575
8154,-4.528,0.245,132.992,0.582,0.765
8155,-6.988,0.193,127.01,0.7,0.673
8160,-11.423,0.505,123.83,0.423,0.333
8161,-9.472,0.716,92.055,0.394,0.508
8162,-6.525,0.0161,105.009,0.712,0.526
8165,-13.223,0.705,129.81,0.24,0.659
8166,-9.334,0.532,79.526,0.645,0.664
8168,-9.048,0.777,171.719,0.351,0.497
8170,-6.52,0.11,173.995,0.678,0.69
8171,-9.854,0.403,114.941,0.37,0.754
8177,-4.819,0.0312,106.03,0.803,0.645
8179,-8.264,0.387,115.975,0.624,0.676
8180,-11.51,0.23,136.038,0.476,0.698
8181,-4.627,0.117,174.153,0.777,0.502
8182,-5.442,0.504,75.473,0.645,0.656
8183,-4.448,0.000501,154.914,0.763,0.466
8185,-3.109,0.107,140.009,0.807,0.476
8186,-7.453,0.229,126.054,0.498,0.734
8188,-4.426,0.0147,124.002,0.741,0.573
8190,-7.258,0.552,73.701,0.452,0.568
8191,-4.502,0.25,100.028,0.641,0.747
8192,-10.692,0.0141,173.979,0.66,0.527
8195,-10.038,0.115,151.98,0.374,0.689
8196,-7.159,0.248,95.003,0.587,0.732
8199,-5.21,0.0449,101.976,0.863,0.632
8200,-7.37,0.168,79.77,0.647,0.537
8201,-9.049,0.498,161.993,0.56,0.657
8202,-6.385,0.287,109.001,0.503,0.72
8203,-4.873,0.395,94.989,0.754,0.64
8204,-7.525,0.295,107.103,0.63,0.63
8207,-7.106,0.14,82.009,0.507,0.701
8209,-11.011,0.741,128.0,0.344,0.634
8210,-6.069,0.00439,143.993,0.855,0.664
8213,-3.978,0.0203,134.048,0.933,0.651
8215,-7.099,0.123,94.974,0.612,0.5
8217,-7.076,0.0676,145.765,0.383,0.652
8218,-3.712,0.0137,162.092,0.787,0.51
8219,-3.449,0.0493,78.532,0.845,0.369
8221,-7.157,0.903,137.743,0.405,0.602
8223,-3.671,0.174,91.007,0.716,0.701
8224,-8.452,0.192,135.915,0.461,0.667
8226,-9.644,0.898,162.351,0.236,0.319
8227,-10.937,0.61,153.989,0.336,0.842
8228,-5.987,0.0568,120.016,0.713,0.606
8229,-9.126,0.799,122.821,0.464,0.458
8230,-6.662,0.495,120.002,0.48,0.804
8233,-7.342,0.128,106.994,0.584,0.718
8234,-8.618,0.593,119.819,0.403,0.569
8235,-8.9,0.496,119.799,0.37,0.579
8237,-8.746,0.608,129.917,0.415,0.777
8238,-4.973,0.0275,123.077,0.741,0.646
8239,-7.645,0.0301,137.112,0.594,0.689
8240,-10.213,0.0599,124.986,0.322,0.827
8241,-5.875,0.00179,95.975,0.629,0.598
8246,-3.818,0.0904,129.915,0.631,0.797
8247,-7.239,0.236,87.724,0.428,0.494
8250,-6.332,0.15,128.015,0.737,0.507
8252,-5.446,0.132,80.281,0.812,0.492
8253,-5.408,0.0169,125.051,0.821,0.848
8254,-4.477,0.0111,128.047,0.758,0.722
8255,-5.638,0.163,134.809,0.653,0.523
8258,-10.661,0.918,96.677,0.37,0.341
8260,-13.124,0.4,118.169,0.469,0.614
8261,-8.084,0.61,130.16,0.507,0.537
8262,-0.514,0.00547,119.966,0.972,0.712
8265,-6.204,0.784,88.968,0.644,0.653
8266,-8.1,0.0773,124.89,0.427,0.718
8269,-5.874,0.321,144.074,0.938,0.754
8273,-10.417,0.000323,140.023,0.823,0.768
8275,-8.328,0.209,130.0,0.93,0.842
8278,-4.792,0.0215,94.006,0.702,0.688
8280,-12.1,0.83,71.454,0.185,0.328
8282,-10.359,0.102,114.947,0.605,0.58
8283,-8.742,0.569,143.783,0.474,0.691
8287,-9.558,0.0589,147.245,0.7,0.586
8290,-3.06,0.093,119.986,0.913,0.818
8291,-8.597,0.153,104.7,0.794,0.649
8292,-3.184,0.00419,154.034,0.948,0.533
8293,-7.957,0.393,76.006,0.494,0.747
8294,-5.669,0.00144,133.997,0.898,0.689
8300,-6.807,0.15,102.18,0.529,0.658
8301,-4.501,0.0876,145.948,0.755,0.66
8302,-6.016,0.369,95.947,0.593,0.667
8303,-8.936,0.24,137.034,0.487,0.768
8306,-6.085,0.296,113.979,0.628,0.866
8307,-6.411,0.0724,90.072,0.649,0.772
8308,-5.64,0.304,94.903,0.733,0.455
8310,-6.793,0.084,101.875,0.61,0.525
8311,-4.459,0.207,103.991,0.755,0.813
8313,-6.189,0.245,167.936,0.462,0.496
8315,-5.438,0.696,113.797,0.485,0.58
8316,-5.233,0.0163,127.913,0.867,0.585
8323,-0.733,0.19,120.076,0.772,0.584
8324,-5.722,0.027,119.995,0.806,0.82
8327,-7.602,0.38,106.995,0.616,0.688
8329,-4.985,0.0713,109.03,0.723,0.801
8330,-3.962,0.16,104.099,0.76,0.581
8331,-6.509,0.304,130.041,0.609,0.664
8332,-5.555,0.00172,126.007,0.762,0.745
8333,-8.463,0.00189,130.029,0.861,0.604
8334,-4.891,0.0266,104.913,0.768,0.63
8336,-7.528,0.0213,119.837,0.614,0.589
8340,-9.056,0.0921,114.9,0.499,0.726
8341,-9.243,0.691,133.714,0.22,0.471
8342,-8.65,0.719,137.023,0.396,0.579
8343,-5.878,0.00856,111.034,0.621,0.534
8345,-6.223,0.0794,170.113,0.749,0.321
8346,-4.331,0.052,106.971,0.742,0.715
8349,-7.862,0.316,123.932,0.694,0.826
8350,-13.401,0.953,100.074,0.0946,0.78
8351,-5.788,0.105,124.885,0.733,0.604
8352,-4.46,0.00201,97.02,0.863,0.537
8353,-2.771,0.0661,115.748,0.967,0.68
8354,-5.133,0.0242,119.951,0.896,0.585
8358,-6.03,0.303,114.868,0.608,0.525
8359,-7.747,0.859,120.001,0.52,0.672
8361,-4.954,0.0163,110.107,0.752,0.608
8363,-4.127,0.0819,149.979,0.651,0.494
8364,-5.656,0.188,127.984,0.608,0.652
8365,-7.708,0.772,107.898,0.384,0.629
8367,-9.417,0.176,102.015,0.56,0.746
8368,-7.86,0.251,113.981,0.593,0.652
8369,-6.322,0.0514,140.009,0.648,0.652
8373,-6.178,0.507,148.032,0.617,0.721
8374,-4.915,0.0291,162.935,0.642,0.727
8376,-6.756,0.123,92.928,0.454,0.696
8377,-8.936,0.24,137.034,0.487,0.768
8378,-3.999,0.0282,126.038,0.915,0.674
8379,-7.845,0.0346,149.824,0.635,0.626
8381,-6.044,0.127,111.939,0.748,0.7
8383,-6.669,0.0572,112.961,0.619,0.739
8386,-3.019,0.0185,90.932,0.807,0.576
8392,-10.653,0.692,79.951,0.422,0.331
8393,-5.937,0.0403,160.078,0.814,0.618
8395,-4.193,0.0597,131.98,0.977,0.594
8397,-3.776,0.0164,108.997,0.85,0.625
8398,-9.41,0.528,120.166,0.419,0.749
8399,-9.644,0.776,114.931,0.413,0.68
8402,-6.855,0.669,104.965,0.905,0.67
8403,-12.418,0.646,123.974,0.314,0.853
8406,-3.754,0.0337,121.927,0.866,0.679
8407,-7.598,0.761,94.025,0.523,0.675
8415,-11.543,0.492,132.767,0.308,0.736
8416,-3.825,0.0673,159.488,0.883,0.309
8417,-4.515,0.0532,135.091,0.768,0.604
8418,-10.835,0.732,122.946,0.271,0.589
8419,-4.861,0.107,110.03,0.585,0.67
8423,-6.032,0.682,95.062,0.54,0.61
8424,-2.79,0.0144,123.95,0.838,0.659
8427,-6.892,0.327,84.974,0.527,0.742
8429,-5.942,0.0565,94.022,0.826,0.708
8430,-8.728,0.122,106.193,0.766,0.781
8431,-8.837,0.779,99.994,0.532,0.586
8435,-5.465,0.206,82.986,0.398,0.722
8436,-5.025,0.0172,103.072,0.837,0.743
8441,-4.895,0.0104,139.864,0.591,0.802
8445,-7.814,0.00317,128.167,0.612,0.399
8447,-4.234,0.199,75.985,0.845,0.714
8448,-12.489,0.417,89.997,0.282,0.661
8449,-5.18,0.197,110.037,0.684,0.655
8455,-6.729,0.0158,130.031,0.609,0.799
8457,-5.466,0.363,96.538,0.85,0.646
8459,-3.499,0.00917,144.944,0.935,0.676
8460,-8.329,0.612,73.326,0.328,0.501
8461,-7.241,0.652,156.109,0.565,0.696
8462,-7.593,0.0746,123.974,0.825,0.707
8463,-6.335,0.0576,95.086,0.515,0.697
8466,-7.058,0.211,87.937,0.449,0.676
8467,-8.664,0.725,104.878,0.513,0.384
8468,-3.639,0.313,127.978,0.62,0.722
8469,-5.56,0.0533,136.041,0.619,0.878
8470,-5.56,0.0533,136.041,0.619,0.878
8471,-8.456,0.59,84.211,0.489,0.539
8472,-9.539,0.732,63.762,0.298,0.628
8474,-3.7,0.0122,154.87,0.685,0.427
8478,-5.901,0.0324,130.007,0.593,0.767
8479,-3.711,0.0214,97.5,0.843,0.344
8480,-4.929,0.0209,170.087,0.689,0.509
8481,-4.547,0.0583,127.978,0.814,0.646
8482,-5.949,0.0084,130.902,0.793,0.581
8483,-5.589,0.0893,100.048,0.926,0.635
8485,-6.854,0.203,87.008,0.53,0.68
8487,-9.957,0.451,136.746,0.353,0.502
8489,-5.353,0.403,91.024,0.613,0.667
8490,-5.609,0.00776,103.967,0.625,0.792
8492,-4.913,0.48,112.043,0.723,0.798
8493,-3.451,0.000328,90.013,0.964,0.525
8494,-5.036,0.093,125.026,0.593,0.628
8495,-4.039,0.0243,95.012,0.722,0.683
8496,-11.063,0.904,83.966,0.2,0.593
8497,-3.453,0.0444,92.998,0.82,0.718
8499,-6.806,0.584,82.186,0.643,0.62
8500,-4.806,0.0361,97.014,0.781,0.687
8501,-4.419,0.0014,95.136,0.969,0.492
8503,-11.356,0.386,135.397,0.686,0.658
8505,-4.631,0.0415,169.98,0.715,0.564
8506,-6.348,0.116,90.006,0.749,0.72
8507,-9.715,0.00543,122.022,0.71,0.738
8508,-5.194,0.419,107.647,0.727,0.524
8509,-4.832,0.208,138.02,0.654,0.868
8510,-13.856,0.95,103.402,0.115,0.598
8511,-5.258,0.0111,130.006,0.523,0.725
8512,-4.233,0.112,125.911,0.706,0.789
8520,-5.588,0.00657,92.004,0.809,0.684
8523,-6.519,0.613,76.023,0.573,0.664
8524,-5.05,0.154,159.557,0.708,0.65
8525,-4.899,0.523,141.006,0.768,0.808
8530,-7.331,0.113,108.983,0.63,0.841
8531,-5.09,0.00449,100.004,0.843,0.419
8532,-6.696,0.0078,133.015,0.766,0.633
8533,-4.312,0.127,80.95,0.759,0.572
8535,-7.227,0.537,159.845,0.569,0.608
8538,-8.865,0.574,119.959,0.436,0.686
8539,-10.993,0.375,124.995,0.6,0.726
8541,-3.089,0.00987,142.16,0.861,0.586
8545,-6.883,0.0924,94.927,0.639,0.587
8546,-3.761,0.0117,96.548,0.888,0.453
8547,-8.931,0.329,141.941,0.501,0.666
8549,-7.984,0.522,143.002,0.562,0.763
8551,-6.28,0.0101,104.959,0.788,0.568
8552,-8.217,0.00885,105.029,0.747,0.761
8553,-4.607,0.00477,111.011,0.761,0.688
8554,-8.302,0.429,153.871,0.53,0.562
8555,-3.778,0.166,93.99,0.726,0.721
8557,-8.749,0.161,174.111,0.445,0.658
8559,-5.839,0.162,116.045,0.601,0.639
8560,-4.625,0.0519,75.742,0.718,0.355
8561,-6.342,0.0376,103.188,0.774,0.556
8569,-11.8,0.202,138.008,0.705,0.602
8571,-7.635,0.149,118.018,0.68,0.759
8573,-6.024,0.0467,157.993,0.593,0.576
8575,-8.497,0.227,125.605,0.617,0.829
8576,-8.116,0.699,120.032,0.452,0.731
8577,-6.51,0.0875,128.621,0.42,0.683
8581,-7.016,0.71,133.885,0.502,0.51
8583,-10.494,0.281,120.944,0.433,0.53
8584,-11.453,0.759,142.026,0.266,0.753
8585,-9.434,0.152,97.91,0.426,0.495
8586,-3.973,0.113,114.906,0.692,0.762
8587,-12.484,0.543,147.815,0.351,0.529
8588,-7.592,0.00335,119.696,0.746,0.668
8590,-6.081,0.00888,124.011,0.769,0.597
8591,-9.452,0.493,120.01,0.703,0.713
8592,-5.791,0.209,83.004,0.716,0.677
8594,-7.162,0.192,121.999,0.761,0.815
8595,-13.585,0.72,83.983,0.299,0.635
8596,-6.408,0.0482,114.839,0.671,0.576
8597,-6.428,0.0215,99.99,0.658,0.653
8598,-9.419,0.771,79.705,0.408,0.406
8599,-5.331,0.0203,155.663,0.763,0.488
8600,-7.832,0.0677,109.986,0.687,0.689
8602,-5.388,0.203,129.989,0.738,0.854
8604,-6.206,0.0657,91.991,0.596,0.714
8607,-5.062,0.102,159.905,0.543,0.575
8608,-17.216,0.916,116.058,0.125,0.73
8609,-3.812,0.474,88.765,0.58,0.634
8611,-5.544,0.00058,105.017,0.686,0.447
8613,-6.266,0.752,168.034,0.604,0.675
8614,-6.394,0.748,95.03,0.668,0.732
8616,-4.919,0.113,118.013,0.8,0.672
8618,-7.296,0.386,85.297,0.567,0.633
8619,-6.181,0.321,90.03,0.696,0.677
8623,-7.843,0.844,111.979,0.537,0.679
8624,-5.602,0.251,169.702,0.57,0.488
8625,-7.91,0.596,110.266,0.563,0.437
8627,-11.695,0.304,80.993,0.423,0.56
8628,-7.281,0.381,125.721,0.592,0.53
8629,-9.1,0.253,77.982,0.378,0.627
8630,-4.378,0.00215,130.026,0.688,0.769
8631,-3.072,0.0941,155.015,0.793,0.417
8632,-6.052,0.104,117.941,0.771,0.815
8633,-4.1,0.39,117.965,0.861,0.73
8634,-4.443,0.752,115.682,0.669,0.607
8636,-11.748,0.872,89.362,0.311,0.361
8638,-5.028,0.26,148.036,0.651,0.733
8639,-5.605,0.114,138.969,0.536,0.755
8644,-6.902,0.0335,144.602,0.319,0.42
8645,-6.724,0.169,105.93,0.636,0.77
8646,-7.073,0.178,125.031,0.737,0.778
8652,-10.192,0.864,91.885,0.309,0.501
8653,-5.192,0.0513,94.989,0.546,0.855
8654,-8.496,0.857,65.978,0.269,0.627
8655,-9.508,0.737,89.93,0.289,0.612
8659,-4.223,0.062,158.006,0.909,0.495
8661,-11.727,0.522,109.971,0.442,0.653
8663,-7.66,0.641,81.973,0.588,0.5
8668,-6.246,0.118,124.972,0.532,0.761
8670,-6.859,0.0107,157.399,0.703,0.514
8671,-10.504,0.265,143.086,0.423,0.33
8674,-4.868,0.0118,84.264,0.768,0.513
8675,-15.85,0.127,123.934,0.321,0.37
8676,-16.56,0.73,109.814,0.263,0.382
8677,-8.451,0.843,111.344,0.271,0.55
8680,-4.62,0.118,118.999,0.806,0.851
8682,-7.031,0.0796,118.04,0.654,0.696
8683,-4.614,0.0339,78.177,0.441,0.629
8687,-5.814,0.0951,160.037,0.659,0.464
8690,-4.977,0.0867,100.626,0.678,0.732
8691,-7.048,0.731,167.887,0.561,0.578
8692,-10.156,0.000133,87.984,0.64,0.513
8695,-6.304,0.0653,95.966,0.829,0.633
8696,-11.464,0.208,154.902,0.386,0.578
8697,-5.446,0.0181,99.033,0.737,0.653
8700,-6.386,0.475,105.066,0.444,0.839
8701,-6.194,0.00402,107.999,0.628,0.6
8703,-3.912,0.0103,127.99,0.67,0.781
8708,-6.098,0.0569,114.328,0.97,0.808
8712,-8.094,0.546,140.06,0.56,0.75
8714,-7.383,0.384,115.023,0.409,0.907
8715,-5.066,0.00185,95.16,0.976,0.506
8720,-9.604,0.47,122.97,0.674,0.67
8721,-8.289,0.173,113.997,0.545,0.689
8722,-4.342,0.162,121.971,0.702,0.642
8725,-10.848,0.9,130.021,0.285,0.481
8726,-7.029,0.294,124.115,0.699,0.796
8727,-9.128,0.0514,139.937,0.368,0.57
8728,-10.778,0.0563,91.066,0.491,0.399
8730,-4.661,0.308,79.973,0.844,0.698
8731,-11.134,0.519,88.077,0.523,0.629
8734,-6.681,0.398,108.019,0.66,0.666
8735,-3.883,0.0135,121.008,0.719,0.689
8736,-10.856,0.841,122.988,0.418,0.579
8743,-6.047,0.632,125.29,0.819,0.709
8746,-0.876,0.0556,100.005,0.844,0.737
8748,-9.579,0.00358,158.526,0.862,0.509
8749,-1.591,0.0393,108.01,0.971,0.752
8752,-10.488,0.709,110.973,0.37,0.706
8754,-6.22,0.0245,130.0,0.768,0.617
8756,-6.422,0.265,114.968,0.663,0.766
8759,-14.739,0.86,107.049,0.231,0.716
8760,-10.604,0.506,127.763,0.234,0.381
8761,-13.836,0.935,92.085,0.195,0.369
8765,-10.272,0.781,125.998,0.495,0.563
8768,-4.171,0.934,110.094,0.669,0.631
8772,-6.877,0.16,123.99,0.632,0.677
8773,-5.022,0.0292,104.966,0.779,0.492
8774,-2.926,0.00364,128.04,0.913,0.758
8775,-5.662,0.0081,138.027,0.736,0.744
8776,-6.735,0.162,120.97,0.586,0.799
8779,-5.991,0.0035,171.948,0.901,0.404
8782,-5.844,0.115,119.989,0.74,0.738
8783,-8.322,0.173,170.048,0.768,0.502
8784,-8.065,0.193,104.512,0.531,0.79
8785,-10.289,0.745,117.953,0.38,0.569
8786,-8.534,0.563,121.045,0.577,0.701
8787,-12.815,0.953,79.959,0.284,0.493
8788,-5.346,0.00173,117.983,0.785,0.608
8789,-6.551,0.154,125.916,0.583,0.671
8790,-5.537,0.0138,113.022,0.738,0.755
8794,-7.628,0.00766,74.686,0.467,0.461
8796,-3.133,0.000518,144.981,0.983,0.528
8797,-8.008,0.345,134.505,0.501,0.755
8798,-10.614,0.174,160.111,0.353,0.745
8799,-7.196,0.265,80.511,0.535,0.806
8800,-7.027,0.114,113.983,0.594,0.648
8801,-13.609,0.0541,71.815,0.558,0.407
8803,-9.689,0.613,89.992,0.62,0.582
8806,-3.55,0.118,156.77,0.823,0.441
8807,-6.765,0.81,136.932,0.525,0.602
8808,-7.568,0.0825,99.966,0.559,0.663
8810,-10.936,0.585,123.978,0.61,0.679
8813,-5.541,0.0494,119.935,0.808,0.672
8814,-4.162,0.0583,84.858,0.835,0.688
8815,-3.033,0.168,149.877,0.782,0.6
8818,-5.397,0.00602,120.054,0.839,0.657
8819,-7.428,0.0385,92.022,0.538,0.61
8820,-12.754,0.457,82.496,0.429,0.5
8821,-6.323,0.173,91.031,0.751,0.706
8826,-13.242,0.865,91.988,0.538,0.629
8831,-4.333,0.108,171.048,0.833,0.614
8832,-7.005,0.0716,125.046,0.619,0.684
8837,-6.497,0.0456,78.056,0.433,0.659
8839,-5.355,0.00835,74.989,0.713,0.645
8842,-5.386,0.328,110.049,0.797,0.562
8843,-2.168,0.00631,139.815,0.802,0.636
8844,-4.982,0.0104,103.956,0.751,0.597
8845,-4.2,0.267,138.003,0.87,0.832
8846,-6.388,0.0084,120.055,0.589,0.51
8847,-5.712,0.28,91.014,0.734,0.717
8848,-6.694,0.431,101.654,0.731,0.484
8849,-4.65,0.327,106.046,0.785,0.687
8850,-5.713,0.254,163.942,0.694,0.614
8853,-9.111,0.733,81.874,0.449,0.614
8855,-6.737,0.302,62.507,0.477,0.733
8856,-6.962,0.838,100.034,0.329,0.775
8858,-4.633,0.00042,108.692,0.921,0.602
8863,-9.008,0.578,156.145,0.504,0.681
8864,-6.923,0.305,150.088,0.627,0.596
8865,-9.066,0.324,139.955,0.646,0.659
8866,-3.004,0.0459,144.072,0.91,0.616
8868,-2.512,0.0837,144.946,0.886,0.804
8871,-8.539,0.842,76.46,0.422,0.601
8873,-10.613,0.453,132.052,0.544,0.571
8874,-5.118,0.0933,100.011,0.761,0.508
8878,-12.397,0.343,80.039,0.398,0.549
8879,-9.685,0.404,80.227,0.323,0.401
8880,-8.369,0.841,110.986,0.522,0.626
8882,-15.219,0.856,139.937,0.15,0.501
8883,-6.395,0.593,103.991,0.873,0.749
8885,-5.472,0.0143,121.955,0.719,0.769
8886,-6.61,0.345,124.068,0.639,0.66
8888,-9.453,0.0685,132.923,0.761,0.41
8889,-9.504,0.121,84.878,0.428,0.674
8890,-6.554,0.593,105.044,0.707,0.759
8891,-8.7,0.766,92.982,0.378,0.434
8893,-1.64,0.000244,140.145,0.97,0.646
8895,-5.183,0.117,154.77,0.699,0.611
8897,-5.507,0.0336,163.033,0.684,0.624
8899,-6.418,0.274,125.538,0.559,0.588
8900,-4.365,0.36,92.953,0.754,0.518
8901,-10.339,0.63,114.169,0.276,0.459
